FECHA,CNT_LLAMADAS,CNT_POLITICA_RESTRICCION,CNT_BOLQ_REL_TIPO_GEST,CNT_BLOQ_RAN_REL,CNT_PERMITIERON_CONTINUAR,CNT_CONECTADAS_VOICE_MAIL,CNT_CONECTADA_ANUNCIO_SWITCH
28/05/2016 00:00:00,12631,0,0,0,0,0,0
28/05/2016 01:00:00,6776,0,0,0,0,0,0
28/05/2016 02:00:00,4175,0,0,0,0,0,0
28/05/2016 03:00:00,2856,0,0,0,0,0,0
28/05/2016 04:00:00,2629,0,0,0,0,0,0
28/05/2016 05:00:00,3389,0,0,0,0,0,0
28/05/2016 06:00:00,5072,0,0,0,0,0,0
28/05/2016 07:00:00,8350,0,0,0,0,0,0
28/05/2016 08:00:00,15053,0,0,0,0,0,0
28/05/2016 09:00:00,28306,0,0,0,0,0,0
28/05/2016 10:00:00,40839,0,0,0,0,0,0
28/05/2016 11:00:00,48863,0,0,0,0,0,0
28/05/2016 12:00:00,52433,0,0,0,0,0,0
28/05/2016 13:00:00,48236,0,0,0,0,0,0
28/05/2016 14:00:00,42519,0,0,0,0,0,0
28/05/2016 15:00:00,37987,0,0,0,0,0,0
28/05/2016 16:00:00,35891,0,0,0,0,0,0
28/05/2016 17:00:00,39574,0,0,0,0,0,0
28/05/2016 18:00:00,43435,0,0,0,0,0,0
28/05/2016 19:00:00,43529,0,0,0,0,0,0
28/05/2016 20:00:00,37691,0,0,0,0,0,0
28/05/2016 21:00:00,32126,0,0,0,0,0,0
28/05/2016 22:00:00,26314,0,0,0,0,0,0
28/05/2016 23:00:00,19230,0,0,0,0,0,0
