FECHA,CNT_LLAMADAS,CNT_POLITICA_RESTRICCION,CNT_BOLQ_REL_TIPO_GEST,CNT_BLOQ_RAN_REL,CNT_PERMITIERON_CONTINUAR,CNT_CONECTADAS_VOICE_MAIL,CNT_CONECTADA_ANUNCIO_SWITCH
30/04/2016 00:00:00,2036,0,0,0,0,0,0
30/04/2016 01:00:00,1179,0,0,0,0,0,0
30/04/2016 02:00:00,821,0,0,0,0,0,0
30/04/2016 03:00:00,593,0,0,0,0,0,0
30/04/2016 04:00:00,569,0,0,0,0,0,0
30/04/2016 05:00:00,649,0,0,0,0,0,0
30/04/2016 06:00:00,919,0,0,0,0,0,0
30/04/2016 07:00:00,1534,0,0,0,0,0,0
30/04/2016 08:00:00,3141,0,0,0,0,0,0
30/04/2016 09:00:00,6262,0,0,0,0,0,0
30/04/2016 10:00:00,9715,0,0,0,0,0,0
30/04/2016 11:00:00,11510,0,0,0,0,0,0
30/04/2016 12:00:00,11920,0,0,0,0,0,0
30/04/2016 13:00:00,10549,0,0,0,0,0,0
30/04/2016 14:00:00,9294,0,0,0,0,0,0
30/04/2016 15:00:00,8501,0,0,0,0,0,0
30/04/2016 16:00:00,8215,0,0,0,0,0,0
30/04/2016 17:00:00,8969,0,0,0,0,0,0
30/04/2016 18:00:00,10214,0,0,0,0,0,0
30/04/2016 19:00:00,9489,0,0,0,0,0,0
30/04/2016 20:00:00,7882,0,0,0,0,0,0
30/04/2016 21:00:00,6793,0,0,0,0,0,0
30/04/2016 22:00:00,5189,0,0,0,0,0,0
30/04/2016 23:00:00,3340,0,0,0,0,0,0
