FECHA,CNT_LLAMADAS,CNT_POLITICA_RESTRICCION,CNT_BOLQ_REL_TIPO_GEST,CNT_BLOQ_RAN_REL,CNT_PERMITIERON_CONTINUAR,CNT_CONECTADAS_VOICE_MAIL,CNT_CONECTADA_ANUNCIO_SWITCH
24/05/2016 00:00:00,8056,0,0,0,0,0,0
24/05/2016 01:00:00,4908,0,0,0,0,0,0
24/05/2016 02:00:00,2953,0,0,0,0,0,0
24/05/2016 03:00:00,1974,0,0,0,0,0,0
24/05/2016 04:00:00,1715,0,0,0,0,0,0
24/05/2016 05:00:00,2742,0,0,0,0,0,0
24/05/2016 06:00:00,6146,0,0,0,0,0,0
24/05/2016 07:00:00,13970,0,0,0,0,0,0
24/05/2016 08:00:00,24294,0,0,0,0,0,0
24/05/2016 09:00:00,40879,0,0,0,0,0,0
24/05/2016 10:00:00,52493,0,0,0,0,0,0
24/05/2016 11:00:00,61036,0,0,0,0,0,0
24/05/2016 12:00:00,65818,0,0,0,0,0,0
24/05/2016 13:00:00,61654,0,0,0,0,0,0
24/05/2016 14:00:00,56323,0,0,0,0,0,0
24/05/2016 15:00:00,55872,0,0,0,0,0,0
24/05/2016 16:00:00,58671,0,0,0,0,0,0
24/05/2016 17:00:00,60940,0,0,0,0,0,0
24/05/2016 18:00:00,60053,0,0,0,0,0,0
24/05/2016 19:00:00,51366,0,0,0,0,0,0
24/05/2016 20:00:00,42227,0,0,0,0,0,0
24/05/2016 21:00:00,32624,0,0,0,0,0,0
24/05/2016 22:00:00,23624,0,0,0,0,0,0
24/05/2016 23:00:00,15300,0,0,0,0,0,0
