FECHA,CNT_LLAMADAS,CNT_POLITICA_RESTRICCION,CNT_BOLQ_REL_TIPO_GEST,CNT_BLOQ_RAN_REL,CNT_PERMITIERON_CONTINUAR,CNT_CONECTADAS_VOICE_MAIL,CNT_CONECTADA_ANUNCIO_SWITCH
04/05/2016 01:00:00,668,0,0,0,0,0,0
04/05/2016 02:00:00,2061,0,0,0,0,0,0
04/05/2016 03:00:00,1347,0,0,0,0,0,0
04/05/2016 04:00:00,1304,0,0,0,0,0,0
04/05/2016 05:00:00,2649,0,0,0,0,0,0
04/05/2016 06:00:00,6883,0,0,0,0,0,0
04/05/2016 07:00:00,20743,0,0,0,0,0,0
04/05/2016 08:00:00,43144,0,0,0,0,0,0
04/05/2016 09:00:00,69834,0,0,0,0,0,0
04/05/2016 10:00:00,83766,0,0,0,0,0,0
04/05/2016 11:00:00,88708,0,0,0,0,0,0
04/05/2016 12:00:00,88406,0,0,0,0,0,0
04/05/2016 13:00:00,77442,0,0,0,0,0,0
04/05/2016 14:00:00,68906,0,0,0,0,0,0
04/05/2016 15:00:00,70523,0,0,0,0,0,0
04/05/2016 16:00:00,72728,0,0,0,0,0,0
04/05/2016 17:00:00,76465,0,0,0,0,0,0
04/05/2016 18:00:00,84615,0,0,0,0,0,0
04/05/2016 19:00:00,74793,0,0,0,0,0,0
04/05/2016 20:00:00,58620,0,0,0,0,0,0
04/05/2016 21:00:00,45925,0,0,0,0,0,0
04/05/2016 22:00:00,31401,0,0,0,0,0,0
04/05/2016 23:00:00,19249,0,0,0,0,0,0
