FECHA,CNT_LLAMADAS,CNT_POLITICA_RESTRICCION,CNT_BOLQ_REL_TIPO_GEST,CNT_BLOQ_RAN_REL,CNT_PERMITIERON_CONTINUAR,CNT_CONECTADAS_VOICE_MAIL,CNT_CONECTADA_ANUNCIO_SWITCH
04/03/2016 00:00:00,80466,0,0,0,0,0,0
04/03/2016 01:00:00,33940,0,0,0,0,0,0
04/03/2016 02:00:00,14546,0,0,0,0,0,0
04/03/2016 03:00:00,6749,0,0,0,0,0,0
04/03/2016 04:00:00,15171,0,0,0,0,0,0
04/03/2016 05:00:00,18671,0,0,0,0,0,0
04/03/2016 06:00:00,28781,0,0,0,0,0,0
04/03/2016 07:00:00,134142,0,0,0,0,0,0
04/03/2016 08:00:00,331867,8533,0,1707,6826,0,0
04/03/2016 09:00:00,694459,41037,0,9478,31559,0,0
04/03/2016 10:00:00,894819,39205,0,9172,30033,0,0
04/03/2016 11:00:00,949625,32955,0,7697,25258,0,0
04/03/2016 12:00:00,814347,28690,0,6738,21952,0,0
04/03/2016 13:00:00,680824,35815,0,10745,25070,0,0
04/03/2016 14:00:00,597670,25452,0,7634,17818,0,0
04/03/2016 15:00:00,533287,23205,0,5129,18076,0,0
04/03/2016 16:00:00,671494,14671,0,3230,11441,0,0
04/03/2016 17:00:00,751034,34508,0,10355,24153,0,0
04/03/2016 18:00:00,730702,27760,0,6648,21112,0,0
04/03/2016 19:00:00,785968,26728,0,6400,20328,0,0
04/03/2016 20:00:00,777078,28607,0,6365,22242,0,0
04/03/2016 21:00:00,511864,0,0,0,0,0,0
04/03/2016 22:00:00,320620,0,0,0,0,0,0
04/03/2016 23:00:00,207555,0,0,0,0,0,0
