FECHA,CNT_LLAMADAS,CNT_POLITICA_RESTRICCION,CNT_BOLQ_REL_TIPO_GEST,CNT_BLOQ_RAN_REL,CNT_PERMITIERON_CONTINUAR,CNT_CONECTADAS_VOICE_MAIL,CNT_CONECTADA_ANUNCIO_SWITCH
10/06/2016 00:00:00,9882,0,0,0,0,0,0
10/06/2016 01:00:00,4752,0,0,0,0,0,0
10/06/2016 02:00:00,2754,0,0,0,0,0,0
10/06/2016 03:00:00,1863,0,0,0,0,0,0
10/06/2016 04:00:00,1808,0,0,0,0,0,0
10/06/2016 05:00:00,3094,0,0,0,0,0,0
10/06/2016 06:00:00,6565,0,0,0,0,0,0
10/06/2016 07:00:00,13960,0,0,0,0,0,0
10/06/2016 08:00:00,24403,2,0,1,1,0,0
10/06/2016 09:00:00,40900,229,0,45,184,0,0
10/06/2016 10:00:00,55491,129,0,26,103,0,0
10/06/2016 11:00:00,66326,138,0,27,111,0,0
10/06/2016 12:00:00,71213,458,0,91,367,0,0
10/06/2016 13:00:00,67092,581,0,117,464,0,0
