FECHA,CNT_LLAMADAS,CNT_POLITICA_RESTRICCION,CNT_BOLQ_REL_TIPO_GEST,CNT_BLOQ_RAN_REL,CNT_PERMITIERON_CONTINUAR,CNT_CONECTADAS_VOICE_MAIL,CNT_CONECTADA_ANUNCIO_SWITCH
20/05/2016 00:00:00,9145,0,0,0,0,0,0
20/05/2016 01:00:00,4591,0,0,0,0,0,0
20/05/2016 02:00:00,2928,0,0,0,0,0,0
20/05/2016 03:00:00,1936,0,0,0,0,0,0
20/05/2016 04:00:00,2003,0,0,0,0,0,0
20/05/2016 05:00:00,3171,0,0,0,0,0,0
20/05/2016 06:00:00,6672,0,0,0,0,0,0
20/05/2016 07:00:00,13903,0,0,0,0,0,0
20/05/2016 08:00:00,23971,0,0,0,0,0,0
20/05/2016 09:00:00,39964,0,0,0,0,0,0
20/05/2016 10:00:00,52955,0,0,0,0,0,0
20/05/2016 11:00:00,62596,0,0,0,0,0,0
20/05/2016 12:00:00,68439,0,0,0,0,0,0
20/05/2016 13:00:00,64485,0,0,0,0,0,0
20/05/2016 14:00:00,60729,0,0,0,0,0,0
20/05/2016 15:00:00,59778,0,0,0,0,0,0
20/05/2016 16:00:00,63001,0,0,0,0,0,0
20/05/2016 17:00:00,67227,0,0,0,0,0,0
20/05/2016 18:00:00,66580,0,0,0,0,0,0
20/05/2016 19:00:00,57503,0,0,0,0,0,0
20/05/2016 20:00:00,49199,0,0,0,0,0,0
20/05/2016 21:00:00,37930,0,0,0,0,0,0
20/05/2016 22:00:00,29682,0,0,0,0,0,0
20/05/2016 23:00:00,19777,0,0,0,0,0,0
