FECHA,CNT_LLAMADAS,CNT_POLITICA_RESTRICCION,CNT_BOLQ_REL_TIPO_GEST,CNT_BLOQ_RAN_REL,CNT_PERMITIERON_CONTINUAR,CNT_CONECTADAS_VOICE_MAIL,CNT_CONECTADA_ANUNCIO_SWITCH
27/04/2016 02:00:00,236,0,0,0,0,0,0
27/04/2016 03:00:00,262,0,0,0,0,0,0
27/04/2016 04:00:00,248,0,0,0,0,0,0
27/04/2016 05:00:00,511,0,0,0,0,0,0
27/04/2016 06:00:00,1152,0,0,0,0,0,0
27/04/2016 07:00:00,2448,0,0,0,0,0,0
27/04/2016 08:00:00,4917,0,0,0,0,0,0
27/04/2016 09:00:00,8839,0,0,0,0,0,0
27/04/2016 10:00:00,11557,0,0,0,0,0,0
27/04/2016 11:00:00,13109,0,0,0,0,0,0
27/04/2016 12:00:00,12923,0,0,0,0,0,0
27/04/2016 13:00:00,12089,0,0,0,0,0,0
27/04/2016 14:00:00,11561,0,0,0,0,0,0
27/04/2016 15:00:00,11613,0,0,0,0,0,0
27/04/2016 16:00:00,11852,0,0,0,0,0,0
27/04/2016 17:00:00,11912,0,0,0,0,0,0
27/04/2016 18:00:00,11677,0,0,0,0,0,0
27/04/2016 19:00:00,10268,0,0,0,0,0,0
27/04/2016 20:00:00,7914,0,0,0,0,0,0
27/04/2016 21:00:00,5491,0,0,0,0,0,0
27/04/2016 22:00:00,3416,0,0,0,0,0,0
27/04/2016 23:00:00,1976,0,0,0,0,0,0
