FECHA,CNT_LLAMADAS,CNT_POLITICA_RESTRICCION,CNT_BOLQ_REL_TIPO_GEST,CNT_BLOQ_RAN_REL,CNT_PERMITIERON_CONTINUAR,CNT_CONECTADAS_VOICE_MAIL,CNT_CONECTADA_ANUNCIO_SWITCH
18/05/2016 00:00:00,20963,0,0,0,0,0,0
18/05/2016 01:00:00,9943,0,0,0,0,0,0
18/05/2016 02:00:00,5045,0,0,0,0,0,0
18/05/2016 03:00:00,3215,0,0,0,0,0,0
18/05/2016 04:00:00,3601,0,0,0,0,0,0
18/05/2016 05:00:00,7182,0,0,0,0,0,0
18/05/2016 06:00:00,18462,0,0,0,0,0,0
18/05/2016 07:00:00,57623,0,0,0,0,0,0
18/05/2016 08:00:00,112787,0,0,0,0,0,0
18/05/2016 09:00:00,175126,0,0,0,0,0,0
18/05/2016 10:00:00,216205,0,0,0,0,0,0
18/05/2016 11:00:00,229674,0,0,0,0,0,0
18/05/2016 12:00:00,235310,0,0,0,0,0,0
18/05/2016 13:00:00,217710,0,0,0,0,0,0
18/05/2016 14:00:00,188735,0,0,0,0,0,0
18/05/2016 15:00:00,187496,0,0,0,0,0,0
18/05/2016 16:00:00,196847,0,0,0,0,0,0
18/05/2016 17:00:00,208879,0,0,0,0,0,0
18/05/2016 18:00:00,235332,0,0,0,0,0,0
18/05/2016 19:00:00,205563,0,0,0,0,0,0
18/05/2016 20:00:00,164465,0,0,0,0,0,0
18/05/2016 21:00:00,127381,0,0,0,0,0,0
18/05/2016 22:00:00,86769,0,0,0,0,0,0
18/05/2016 23:00:00,46502,0,0,0,0,0,0
