FECHA,CNT_LLAMADAS,CNT_POLITICA_RESTRICCION,CNT_BOLQ_REL_TIPO_GEST,CNT_BLOQ_RAN_REL,CNT_PERMITIERON_CONTINUAR,CNT_CONECTADAS_VOICE_MAIL,CNT_CONECTADA_ANUNCIO_SWITCH
25/05/2016 00:00:00,989,0,0,0,0,0,0
25/05/2016 03:00:00,8,0,0,0,0,0,0
25/05/2016 04:00:00,510,0,0,0,0,0,0
25/05/2016 05:00:00,2902,0,0,0,0,0,0
25/05/2016 06:00:00,6582,0,0,0,0,0,0
25/05/2016 07:00:00,14093,0,0,0,0,0,0
25/05/2016 08:00:00,23447,0,0,0,0,0,0
25/05/2016 09:00:00,37742,0,0,0,0,0,0
25/05/2016 10:00:00,51542,0,0,0,0,0,0
25/05/2016 11:00:00,59663,0,0,0,0,0,0
25/05/2016 12:00:00,65358,0,0,0,0,0,0
25/05/2016 13:00:00,60159,0,0,0,0,0,0
25/05/2016 14:00:00,56098,0,0,0,0,0,0
25/05/2016 15:00:00,55274,0,0,0,0,0,0
25/05/2016 16:00:00,57812,0,0,0,0,0,0
25/05/2016 17:00:00,62155,0,0,0,0,0,0
25/05/2016 18:00:00,60732,0,0,0,0,0,0
25/05/2016 19:00:00,52596,0,0,0,0,0,0
25/05/2016 20:00:00,45828,0,0,0,0,0,0
25/05/2016 21:00:00,33565,0,0,0,0,0,0
25/05/2016 22:00:00,24710,0,0,0,0,0,0
25/05/2016 23:00:00,15549,0,0,0,0,0,0
