FECHA,CNT_LLAMADAS,CNT_POLITICA_RESTRICCION,CNT_BOLQ_REL_TIPO_GEST,CNT_BLOQ_RAN_REL,CNT_PERMITIERON_CONTINUAR,CNT_CONECTADAS_VOICE_MAIL,CNT_CONECTADA_ANUNCIO_SWITCH
17/05/2016 00:00:00,20071,0,0,0,0,0,0
17/05/2016 01:00:00,8878,0,0,0,0,0,0
17/05/2016 02:00:00,4881,0,0,0,0,0,0
17/05/2016 03:00:00,3466,0,0,0,0,0,0
17/05/2016 04:00:00,3603,0,0,0,0,0,0
17/05/2016 05:00:00,7319,0,0,0,0,0,0
17/05/2016 06:00:00,19197,0,0,0,0,0,0
17/05/2016 07:00:00,60588,0,0,0,0,0,0
17/05/2016 08:00:00,117078,0,0,0,0,0,0
17/05/2016 09:00:00,182138,0,0,0,0,0,0
17/05/2016 10:00:00,221802,0,0,0,0,0,0
17/05/2016 11:00:00,232401,0,0,0,0,0,0
17/05/2016 12:00:00,237009,0,0,0,0,0,0
17/05/2016 13:00:00,214384,0,0,0,0,0,0
17/05/2016 14:00:00,187298,0,0,0,0,0,0
17/05/2016 15:00:00,185488,0,0,0,0,0,0
17/05/2016 16:00:00,195364,0,0,0,0,0,0
17/05/2016 17:00:00,212917,0,0,0,0,0,0
17/05/2016 18:00:00,235777,0,0,0,0,0,0
17/05/2016 19:00:00,202920,0,0,0,0,0,0
17/05/2016 20:00:00,160540,0,0,0,0,0,0
17/05/2016 21:00:00,124610,0,0,0,0,0,0
17/05/2016 22:00:00,82352,0,0,0,0,0,0
17/05/2016 23:00:00,44499,0,0,0,0,0,0
