FECHA,CNT_LLAMADAS,CNT_POLITICA_RESTRICCION,CNT_BOLQ_REL_TIPO_GEST,CNT_BLOQ_RAN_REL,CNT_PERMITIERON_CONTINUAR,CNT_CONECTADAS_VOICE_MAIL,CNT_CONECTADA_ANUNCIO_SWITCH
22/05/2016 00:00:00,13612,0,0,0,0,0,0
22/05/2016 01:00:00,8416,0,0,0,0,0,0
22/05/2016 02:00:00,5533,0,0,0,0,0,0
22/05/2016 03:00:00,4055,0,0,0,0,0,0
22/05/2016 04:00:00,3130,0,0,0,0,0,0
22/05/2016 05:00:00,3409,0,0,0,0,0,0
22/05/2016 06:00:00,4461,0,0,0,0,0,0
22/05/2016 07:00:00,5523,0,0,0,0,0,0
22/05/2016 08:00:00,8846,0,0,0,0,0,0
22/05/2016 09:00:00,15311,0,0,0,0,0,0
22/05/2016 10:00:00,25433,0,0,0,0,0,0
22/05/2016 11:00:00,33989,0,0,0,0,0,0
22/05/2016 12:00:00,38674,0,0,0,0,0,0
22/05/2016 13:00:00,37535,0,0,0,0,0,0
22/05/2016 14:00:00,33552,0,0,0,0,0,0
22/05/2016 15:00:00,30492,0,0,0,0,0,0
22/05/2016 16:00:00,30317,0,0,0,0,0,0
22/05/2016 17:00:00,33674,0,0,0,0,0,0
22/05/2016 18:00:00,37964,0,0,0,0,0,0
22/05/2016 19:00:00,35504,0,0,0,0,0,0
22/05/2016 20:00:00,31422,0,0,0,0,0,0
22/05/2016 21:00:00,29049,0,0,0,0,0,0
22/05/2016 22:00:00,21598,0,0,0,0,0,0
22/05/2016 23:00:00,14270,0,0,0,0,0,0
