FECHA,CNT_LLAMADAS,CNT_POLITICA_RESTRICCION,CNT_BOLQ_REL_TIPO_GEST,CNT_BLOQ_RAN_REL,CNT_PERMITIERON_CONTINUAR,CNT_CONECTADAS_VOICE_MAIL,CNT_CONECTADA_ANUNCIO_SWITCH
05/06/2016 00:00:00,56722,0,0,0,0,0,0
05/06/2016 01:00:00,39647,0,0,0,0,0,0
05/06/2016 02:00:00,28204,0,0,0,0,0,0
05/06/2016 03:00:00,19745,0,0,0,0,0,0
05/06/2016 04:00:00,15135,0,0,0,0,0,0
05/06/2016 05:00:00,13165,0,0,0,0,0,0
05/06/2016 06:00:00,15027,0,0,0,0,0,0
05/06/2016 07:00:00,28897,0,0,0,0,0,0
05/06/2016 08:00:00,62773,0,0,0,0,0,0
05/06/2016 09:00:00,106835,0,0,0,0,0,0
05/06/2016 10:00:00,156875,0,0,0,0,0,0
05/06/2016 11:00:00,190353,0,0,0,0,0,0
05/06/2016 12:00:00,202061,0,0,0,0,0,0
05/06/2016 13:00:00,187222,0,0,0,0,0,0
05/06/2016 14:00:00,154583,0,0,0,0,0,0
05/06/2016 15:00:00,143590,0,0,0,0,0,0
05/06/2016 16:00:00,138573,0,0,0,0,0,0
05/06/2016 17:00:00,146830,0,0,0,0,0,0
05/06/2016 18:00:00,180598,0,0,0,0,0,0
05/06/2016 19:00:00,172973,0,0,0,0,0,0
05/06/2016 20:00:00,142816,0,0,0,0,0,0
05/06/2016 21:00:00,106509,0,0,0,0,0,0
05/06/2016 22:00:00,71349,0,0,0,0,0,0
05/06/2016 23:00:00,43143,0,0,0,0,0,0
