FECHA,CNT_LLAMADAS,CNT_POLITICA_RESTRICCION,CNT_BOLQ_REL_TIPO_GEST,CNT_BLOQ_RAN_REL,CNT_PERMITIERON_CONTINUAR,CNT_CONECTADAS_VOICE_MAIL,CNT_CONECTADA_ANUNCIO_SWITCH
04/06/2016 00:00:00,43083,0,0,0,0,0,0
04/06/2016 01:00:00,26178,0,0,0,0,0,0
04/06/2016 02:00:00,17121,0,0,0,0,0,0
04/06/2016 03:00:00,11667,0,0,0,0,0,0
04/06/2016 04:00:00,9785,0,0,0,0,0,0
04/06/2016 05:00:00,11095,0,0,0,0,0,0
04/06/2016 06:00:00,18147,0,0,0,0,0,0
04/06/2016 07:00:00,47087,0,0,0,0,0,0
04/06/2016 08:00:00,103888,0,0,0,0,0,0
04/06/2016 09:00:00,169415,0,0,0,0,0,0
04/06/2016 10:00:00,220401,0,0,0,0,0,0
04/06/2016 11:00:00,248012,0,0,0,0,0,0
04/06/2016 12:00:00,257660,0,0,0,0,0,0
04/06/2016 13:00:00,246121,0,0,0,0,0,0
04/06/2016 14:00:00,218351,0,0,0,0,0,0
04/06/2016 15:00:00,209174,0,0,0,0,0,0
04/06/2016 16:00:00,210390,0,0,0,0,0,0
04/06/2016 17:00:00,225884,0,0,0,0,0,0
04/06/2016 18:00:00,231095,0,0,0,0,0,0
04/06/2016 19:00:00,207260,0,0,0,0,0,0
04/06/2016 20:00:00,200322,0,0,0,0,0,0
04/06/2016 21:00:00,166032,0,0,0,0,0,0
04/06/2016 22:00:00,128506,0,0,0,0,0,0
04/06/2016 23:00:00,85806,0,0,0,0,0,0
