FECHA,CNT_LLAMADAS,CNT_POLITICA_RESTRICCION,CNT_BOLQ_REL_TIPO_GEST,CNT_BLOQ_RAN_REL,CNT_PERMITIERON_CONTINUAR,CNT_CONECTADAS_VOICE_MAIL,CNT_CONECTADA_ANUNCIO_SWITCH
03/05/2016 00:00:00,1420,0,0,0,0,0,0
03/05/2016 01:00:00,695,0,0,0,0,0,0
03/05/2016 02:00:00,384,0,0,0,0,0,0
03/05/2016 03:00:00,278,0,0,0,0,0,0
03/05/2016 04:00:00,321,0,0,0,0,0,0
03/05/2016 05:00:00,535,0,0,0,0,0,0
03/05/2016 06:00:00,1161,0,0,0,0,0,0
03/05/2016 07:00:00,2855,0,0,0,0,0,0
03/05/2016 08:00:00,5427,0,0,0,0,0,0
03/05/2016 09:00:00,9636,0,0,0,0,0,0
03/05/2016 10:00:00,13092,0,0,0,0,0,0
03/05/2016 11:00:00,14782,0,0,0,0,0,0
03/05/2016 12:00:00,14827,0,0,0,0,0,0
03/05/2016 13:00:00,13878,0,0,0,0,0,0
03/05/2016 14:00:00,13410,0,0,0,0,0,0
03/05/2016 15:00:00,13350,0,0,0,0,0,0
03/05/2016 16:00:00,13383,0,0,0,0,0,0
03/05/2016 17:00:00,13605,0,0,0,0,0,0
03/05/2016 18:00:00,14073,0,0,0,0,0,0
03/05/2016 19:00:00,12038,0,0,0,0,0,0
03/05/2016 20:00:00,9521,0,0,0,0,0,0
03/05/2016 21:00:00,6909,0,0,0,0,0,0
03/05/2016 22:00:00,4451,0,0,0,0,0,0
03/05/2016 23:00:00,2758,0,0,0,0,0,0
