FECHA,CNT_LLAMADAS,CNT_POLITICA_RESTRICCION,CNT_BOLQ_REL_TIPO_GEST,CNT_BLOQ_RAN_REL,CNT_PERMITIERON_CONTINUAR,CNT_CONECTADAS_VOICE_MAIL,CNT_CONECTADA_ANUNCIO_SWITCH
14/06/2016 00:00:00,9228,0,0,0,0,0,0
14/06/2016 01:00:00,5345,0,0,0,0,0,0
14/06/2016 02:00:00,2992,0,0,0,0,0,0
14/06/2016 03:00:00,1690,0,0,0,0,0,0
14/06/2016 04:00:00,1751,0,0,0,0,0,0
14/06/2016 05:00:00,3416,0,0,0,0,0,0
14/06/2016 06:00:00,6502,0,0,0,0,0,0
14/06/2016 07:00:00,14798,0,0,0,0,0,0
14/06/2016 08:00:00,25217,1,0,1,0,0,0
14/06/2016 09:00:00,41915,143,0,28,115,0,0
14/06/2016 10:00:00,56547,297,0,59,238,0,0
14/06/2016 11:00:00,65413,348,0,70,278,0,0
14/06/2016 12:00:00,69773,271,0,54,217,0,0
14/06/2016 13:00:00,66252,272,0,54,218,0,0
14/06/2016 14:00:00,61591,326,0,65,261,0,0
14/06/2016 15:00:00,60442,399,0,80,319,0,0
