FECHA,CNT_LLAMADAS,CNT_POLITICA_RESTRICCION,CNT_BOLQ_REL_TIPO_GEST,CNT_BLOQ_RAN_REL,CNT_PERMITIERON_CONTINUAR,CNT_CONECTADAS_VOICE_MAIL,CNT_CONECTADA_ANUNCIO_SWITCH
10/05/2016 00:00:00,7011,0,0,0,0,0,0
10/05/2016 01:00:00,3653,0,0,0,0,0,0
10/05/2016 02:00:00,1772,0,0,0,0,0,0
10/05/2016 03:00:00,1257,0,0,0,0,0,0
10/05/2016 04:00:00,1382,0,0,0,0,0,0
10/05/2016 05:00:00,2580,0,0,0,0,0,0
10/05/2016 06:00:00,6843,0,0,0,0,0,0
10/05/2016 07:00:00,22097,0,0,0,0,0,0
10/05/2016 08:00:00,40368,0,0,0,0,0,0
10/05/2016 09:00:00,811,0,0,0,0,0,0
