FECHA,CNT_LLAMADAS,CNT_POLITICA_RESTRICCION,CNT_BOLQ_REL_TIPO_GEST,CNT_BLOQ_RAN_REL,CNT_PERMITIERON_CONTINUAR,CNT_CONECTADAS_VOICE_MAIL,CNT_CONECTADA_ANUNCIO_SWITCH
29/04/2016 00:00:00,395541,341,0,137,204,0,0
29/04/2016 01:00:00,165898,250,0,100,150,0,0
29/04/2016 02:00:00,79663,186,0,74,112,0,0
29/04/2016 03:00:00,52015,99,0,40,59,0,0
29/04/2016 04:00:00,54755,170,0,67,103,0,0
29/04/2016 05:00:00,92586,104,0,41,63,0,0
29/04/2016 06:00:00,231370,127,0,52,75,0,0
29/04/2016 07:00:00,638013,165,0,66,99,0,0
29/04/2016 08:00:00,1403853,13266,0,3998,9268,0,0
29/04/2016 09:00:00,2525389,125058,0,37639,87419,0,0
29/04/2016 10:00:00,3233596,101847,0,40807,61040,0,0
29/04/2016 11:00:00,3686263,140612,0,56247,84365,0,0
29/04/2016 12:00:00,3670558,132337,0,52932,79405,0,0
29/04/2016 13:00:00,2992565,151400,0,75639,75761,0,0
29/04/2016 14:00:00,2288879,119957,0,59902,60055,0,0
29/04/2016 15:00:00,2155974,112128,0,44877,67251,0,0
29/04/2016 16:00:00,2591164,116806,0,46723,70083,0,0
29/04/2016 17:00:00,3180299,140167,0,70001,70166,0,0
29/04/2016 18:00:00,3520887,100314,0,40136,60178,0,0
29/04/2016 19:00:00,3567114,102850,0,41140,61710,0,0
29/04/2016 20:00:00,3086361,96967,0,38790,58177,0,0
29/04/2016 21:00:00,2243000,679,0,271,408,0,0
29/04/2016 22:00:00,1473822,529,0,211,318,0,0
29/04/2016 23:00:00,950391,501,0,200,301,0,0
