FECHA,CNT_LLAMADAS,CNT_POLITICA_RESTRICCION,CNT_BOLQ_REL_TIPO_GEST,CNT_BLOQ_RAN_REL,CNT_PERMITIERON_CONTINUAR,CNT_CONECTADAS_VOICE_MAIL,CNT_CONECTADA_ANUNCIO_SWITCH
12/05/2016 00:00:00,13014,0,0,0,0,0,0
12/05/2016 01:00:00,4745,0,0,0,0,0,0
12/05/2016 02:00:00,2841,0,0,0,0,0,0
12/05/2016 03:00:00,1677,0,0,0,0,0,0
12/05/2016 04:00:00,1840,0,0,0,0,0,0
12/05/2016 05:00:00,3219,0,0,0,0,0,0
12/05/2016 06:00:00,6830,0,0,0,0,0,0
12/05/2016 07:00:00,15463,0,0,0,0,0,0
12/05/2016 08:00:00,26624,0,0,0,0,0,0
12/05/2016 09:00:00,42567,0,0,0,0,0,0
12/05/2016 10:00:00,55194,0,0,0,0,0,0
12/05/2016 11:00:00,65449,0,0,0,0,0,0
12/05/2016 12:00:00,69950,0,0,0,0,0,0
12/05/2016 13:00:00,65172,0,0,0,0,0,0
12/05/2016 14:00:00,60935,0,0,0,0,0,0
12/05/2016 15:00:00,60773,0,0,0,0,0,0
12/05/2016 16:00:00,62613,0,0,0,0,0,0
12/05/2016 17:00:00,68550,0,0,0,0,0,0
12/05/2016 18:00:00,68377,0,0,0,0,0,0
12/05/2016 19:00:00,55066,0,0,0,0,0,0
12/05/2016 20:00:00,42252,0,0,0,0,0,0
12/05/2016 21:00:00,34628,0,0,0,0,0,0
12/05/2016 22:00:00,27313,0,0,0,0,0,0
12/05/2016 23:00:00,17065,0,0,0,0,0,0
