FECHA,CNT_LLAMADAS,CNT_POLITICA_RESTRICCION,CNT_BOLQ_REL_TIPO_GEST,CNT_BLOQ_RAN_REL,CNT_PERMITIERON_CONTINUAR,CNT_CONECTADAS_VOICE_MAIL,CNT_CONECTADA_ANUNCIO_SWITCH
06/06/2016 00:00:00,21271,0,0,0,0,0,0
06/06/2016 01:00:00,11193,0,0,0,0,0,0
06/06/2016 02:00:00,6223,0,0,0,0,0,0
06/06/2016 03:00:00,3981,0,0,0,0,0,0
06/06/2016 04:00:00,4373,0,0,0,0,0,0
06/06/2016 05:00:00,8359,0,0,0,0,0,0
06/06/2016 06:00:00,20883,0,0,0,0,0,0
06/06/2016 07:00:00,59174,0,0,0,0,0,0
06/06/2016 08:00:00,117645,0,0,0,0,0,0
06/06/2016 09:00:00,181311,0,0,0,0,0,0
06/06/2016 10:00:00,222839,0,0,0,0,0,0
06/06/2016 11:00:00,240223,0,0,0,0,0,0
06/06/2016 12:00:00,248129,0,0,0,0,0,0
06/06/2016 13:00:00,229336,0,0,0,0,0,0
06/06/2016 14:00:00,198510,0,0,0,0,0,0
06/06/2016 15:00:00,195057,0,0,0,0,0,0
06/06/2016 16:00:00,205789,0,0,0,0,0,0
06/06/2016 17:00:00,224304,0,0,0,0,0,0
06/06/2016 18:00:00,247922,0,0,0,0,0,0
06/06/2016 19:00:00,205866,0,0,0,0,0,0
06/06/2016 20:00:00,163286,0,0,0,0,0,0
06/06/2016 21:00:00,124917,0,0,0,0,0,0
06/06/2016 22:00:00,81208,0,0,0,0,0,0
06/06/2016 23:00:00,42142,0,0,0,0,0,0
