FECHA,CNT_LLAMADAS,CNT_POLITICA_RESTRICCION,CNT_BOLQ_REL_TIPO_GEST,CNT_BLOQ_RAN_REL,CNT_PERMITIERON_CONTINUAR,CNT_CONECTADAS_VOICE_MAIL,CNT_CONECTADA_ANUNCIO_SWITCH
29/05/2016 00:00:00,49323,0,0,0,0,0,0
29/05/2016 01:00:00,34778,0,0,0,0,0,0
29/05/2016 02:00:00,25045,0,0,0,0,0,0
29/05/2016 03:00:00,17919,0,0,0,0,0,0
29/05/2016 04:00:00,13019,0,0,0,0,0,0
29/05/2016 05:00:00,11316,0,0,0,0,0,0
29/05/2016 06:00:00,13649,0,0,0,0,0,0
29/05/2016 07:00:00,25546,0,0,0,0,0,0
29/05/2016 08:00:00,55322,0,0,0,0,0,0
29/05/2016 09:00:00,95855,0,0,0,0,0,0
29/05/2016 10:00:00,142875,0,0,0,0,0,0
29/05/2016 11:00:00,172903,0,0,0,0,0,0
29/05/2016 12:00:00,183324,0,0,0,0,0,0
29/05/2016 13:00:00,167243,0,0,0,0,0,0
29/05/2016 14:00:00,141640,0,0,0,0,0,0
29/05/2016 15:00:00,132939,0,0,0,0,0,0
29/05/2016 16:00:00,129685,0,0,0,0,0,0
29/05/2016 17:00:00,135365,0,0,0,0,0,0
29/05/2016 18:00:00,170574,0,0,0,0,0,0
29/05/2016 19:00:00,165487,0,0,0,0,0,0
29/05/2016 20:00:00,135068,0,0,0,0,0,0
29/05/2016 21:00:00,108730,0,0,0,0,0,0
29/05/2016 22:00:00,76238,0,0,0,0,0,0
29/05/2016 23:00:00,44806,0,0,0,0,0,0
