FECHA,CNT_LLAMADAS,CNT_POLITICA_RESTRICCION,CNT_BOLQ_REL_TIPO_GEST,CNT_BLOQ_RAN_REL,CNT_PERMITIERON_CONTINUAR,CNT_CONECTADAS_VOICE_MAIL,CNT_CONECTADA_ANUNCIO_SWITCH
28/02/2016 00:00:00,105163,0,0,0,0,0,0
28/02/2016 01:00:00,76965,0,0,0,0,0,0
28/02/2016 02:00:00,53440,0,0,0,0,0,0
28/02/2016 03:00:00,38331,0,0,0,0,0,0
28/02/2016 04:00:00,29371,0,0,0,0,0,0
28/02/2016 05:00:00,31367,0,0,0,0,0,0
28/02/2016 06:00:00,36380,0,0,0,0,0,0
28/02/2016 07:00:00,37419,0,0,0,0,0,0
28/02/2016 08:00:00,47556,5,0,1,4,0,0
28/02/2016 09:00:00,83227,27,0,5,22,0,0
28/02/2016 10:00:00,144672,34,0,7,27,0,0
28/02/2016 11:00:00,235235,37,0,7,30,0,0
28/02/2016 12:00:00,242664,19,0,4,15,0,0
28/02/2016 13:00:00,222723,40,0,12,28,0,0
28/02/2016 14:00:00,141968,30,0,9,21,0,0
28/02/2016 15:00:00,120739,38,0,7,31,0,0
28/02/2016 16:00:00,125132,24,0,5,19,0,0
28/02/2016 17:00:00,172992,17,0,5,12,0,0
28/02/2016 18:00:00,171322,7,0,1,6,0,0
28/02/2016 19:00:00,201518,120,0,24,96,0,0
28/02/2016 20:00:00,265429,6,0,2,4,0,0
28/02/2016 21:00:00,260606,0,0,0,0,0,0
28/02/2016 22:00:00,187287,0,0,0,0,0,0
28/02/2016 23:00:00,113918,0,0,0,0,0,0
