FECHA,CNT_LLAMADAS,CNT_POLITICA_RESTRICCION,CNT_BOLQ_REL_TIPO_GEST,CNT_BLOQ_RAN_REL,CNT_PERMITIERON_CONTINUAR,CNT_CONECTADAS_VOICE_MAIL,CNT_CONECTADA_ANUNCIO_SWITCH
25/05/2016 00:00:00,23870,0,0,0,0,0,0
25/05/2016 01:00:00,12091,0,0,0,0,0,0
25/05/2016 02:00:00,6092,0,0,0,0,0,0
25/05/2016 03:00:00,4162,0,0,0,0,0,0
25/05/2016 04:00:00,4147,0,0,0,0,0,0
25/05/2016 05:00:00,7431,0,0,0,0,0,0
25/05/2016 06:00:00,18758,0,0,0,0,0,0
25/05/2016 07:00:00,57499,0,0,0,0,0,0
25/05/2016 08:00:00,112535,0,0,0,0,0,0
25/05/2016 09:00:00,175841,0,0,0,0,0,0
25/05/2016 10:00:00,214564,0,0,0,0,0,0
25/05/2016 11:00:00,224916,0,0,0,0,0,0
25/05/2016 12:00:00,232234,0,0,0,0,0,0
25/05/2016 13:00:00,212738,0,0,0,0,0,0
25/05/2016 14:00:00,183426,0,0,0,0,0,0
25/05/2016 15:00:00,182781,0,0,0,0,0,0
25/05/2016 16:00:00,191703,0,0,0,0,0,0
25/05/2016 17:00:00,210195,0,0,0,0,0,0
25/05/2016 18:00:00,238767,0,0,0,0,0,0
25/05/2016 19:00:00,209165,0,0,0,0,0,0
25/05/2016 20:00:00,169796,0,0,0,0,0,0
25/05/2016 21:00:00,136351,0,0,0,0,0,0
25/05/2016 22:00:00,94168,0,0,0,0,0,0
25/05/2016 23:00:00,54991,0,0,0,0,0,0
